course_code,term,term_idx,avg_score,pass_rate,so1_attainment,so2_attainment,so3_attainment,so4_attainment,so5_attainment,so6_attainment,so7_attainment,composite_so_index,trend_value,current_term_failed,next_term_risk
AIE1086,2022F,6,81.61,97.83,80.95,,,,,,,80.95,1.41,0,0
AIE1086,2023S,7,79.33,98.25,79.18,,,,,,,79.18,-1.76,0,0
AIE1086,2023F,8,81.58,100.0,78.72,,,,,,,78.72,-0.46,0,0
AIE1090,2019F,0,78.57,100.0,79.98,,,,,,,79.98,0.0,0,0
AIE1090,2020S,1,79.28,98.04,81.24,,,,,,,81.24,1.26,0,0
AIE1090,2020F,2,79.65,96.3,78.42,,,,,,,78.42,-2.82,0,0
AIE1090,2021S,3,79.48,96.0,77.16,,,,,,,77.16,-1.27,0,0
AIE1090,2021F,4,81.35,98.11,81.88,,,,,,,81.88,4.72,0,1
AIE1090,2022S,5,80.11,95.92,77.54,,,,,,,77.54,-4.34,1,0
AIE1090,2022F,6,79.88,100.0,78.69,,,,,,,78.69,1.15,0,0
AIE1090,2023S,7,81.8,100.0,80.29,,,,,,,80.29,1.6,0,0
AIE1090,2023F,8,83.65,100.0,81.18,,,,,,,81.18,0.89,0,0
AIE1091,2019F,0,60.92,52.38,62.08,,,,,,,62.08,0.0,1,1
AIE1091,2020S,1,62.08,60.76,59.49,,,,,,,59.49,-2.59,1,1
AIE1091,2020F,2,59.5,42.86,57.27,,,,,,,57.27,-2.22,1,1
AIE1091,2021S,3,63.25,71.43,63.05,,,,,,,63.05,5.78,1,1
AIE1091,2021F,4,62.84,70.0,63.96,,,,,,,63.96,0.9,1,1
AIE1091,2022S,5,62.51,59.7,64.73,,,,,,,64.73,0.77,1,1
AIE1091,2022F,6,61.54,55.7,61.55,,,,,,,61.55,-3.18,1,1
AIE1091,2023S,7,61.41,63.04,60.34,,,,,,,60.34,-1.21,1,1
AIE1091,2023F,8,63.96,65.82,63.82,,,,,,,63.82,3.48,1,1
AIE1092,2019F,0,81.95,98.59,83.67,,,,,,,83.67,0.0,0,0
AIE1092,2020S,1,81.74,100.0,82.91,,,,,,,82.91,-0.76,0,0
AIE1092,2020F,2,81.15,98.63,80.01,,,,,,,80.01,-2.9,0,0
AIE1092,2021S,3,80.59,98.15,81.33,,,,,,,81.33,1.33,0,0
AIE1092,2021F,4,80.47,98.75,81.44,,,,,,,81.44,0.1,0,0
AIE1092,2022S,5,80.86,98.57,78.65,,,,,,,78.65,-2.79,0,0
AIE1092,2022F,6,81.92,100.0,79.97,,,,,,,79.97,1.32,0,0
AIE1092,2023S,7,79.5,98.72,81.14,,,,,,,81.14,1.17,0,0
AIE1092,2023F,8,79.65,96.83,80.54,,,,,,,80.54,-0.6,0,0
AIE1097,2019F,0,86.04,100.0,,86.53,86.09,,85.22,,,85.95,0.0,0,0
AIE1097,2020S,1,86.86,100.0,,85.77,89.33,,88.23,,,87.78,1.83,0,0
AIE1097,2020F,2,85.14,100.0,,85.13,85.14,,88.11,,,86.13,-1.65,0,0
AIE1097,2021S,3,85.29,95.12,,88.24,86.63,,83.77,,,86.22,0.09,0,0
AIE1097,2021F,4,85.3,98.75,,85.87,84.26,,86.35,,,85.5,-0.72,0,0
AIE1097,2022S,5,85.88,98.15,,83.89,88.59,,87.45,,,86.64,1.15,0,0
AIE1097,2022F,6,87.66,100.0,,84.93,88.72,,85.58,,,86.41,-0.23,0,0
AIE1097,2023S,7,84.25,100.0,,86.04,86.53,,84.5,,,85.69,-0.72,0,0
AIE1097,2023F,8,85.8,100.0,,85.36,85.53,,83.6,,,84.83,-0.86,0,0
AIE1099,2019F,0,85.87,100.0,84.04,,,,,,,84.04,0.0,0,0
AIE1099,2020S,1,84.05,100.0,82.19,,,,,,,82.19,-1.85,0,0
AIE1099,2020F,2,82.22,100.0,81.87,,,,,,,81.87,-0.32,0,0
AIE1099,2021S,3,81.4,100.0,81.83,,,,,,,81.83,-0.04,0,0
AIE1099,2021F,4,82.85,100.0,81.48,,,,,,,81.48,-0.35,0,0
AIE1099,2022S,5,82.85,98.68,83.13,,,,,,,83.13,1.65,0,0
AIE1099,2022F,6,83.68,100.0,82.87,,,,,,,82.87,-0.26,0,0
AIE1099,2023S,7,83.43,100.0,81.26,,,,,,,81.26,-1.61,0,0
AIE1099,2023F,8,81.15,100.0,81.3,,,,,,,81.3,0.05,0,0
AIE1101,2019F,0,86.09,100.0,86.02,,,,,,,86.02,0.0,0,0
AIE1101,2020S,1,87.19,100.0,85.07,,,,,,,85.07,-0.95,0,1
AIE1101,2020F,2,82.01,100.0,80.34,,,,,,,80.34,-4.73,1,0
AIE1101,2021S,3,85.8,100.0,86.05,,,,,,,86.05,5.72,0,0
AIE1101,2021F,4,83.09,100.0,84.85,,,,,,,84.85,-1.2,0,1
AIE1101,2022S,5,81.73,100.0,79.39,,,,,,,79.39,-5.47,1,0
AIE1101,2022F,6,84.67,100.0,81.83,,,,,,,81.83,2.44,0,0
AIE1101,2023S,7,82.2,100.0,84.72,,,,,,,84.72,2.88,0,0
AIE1101,2023F,8,85.38,97.92,87.76,,,,,,,87.76,3.04,0,0
AIE1108,2019F,0,82.76,98.68,80.42,,,,,,,80.42,0.0,0,0
AIE1108,2020S,1,83.6,100.0,83.0,,,,,,,83.0,2.57,0,0
AIE1108,2020F,2,83.8,100.0,82.62,,,,,,,82.62,-0.38,0,1
AIE1108,2021S,3,79.79,100.0,77.27,,,,,,,77.27,-5.35,1,0
AIE1108,2021F,4,83.43,100.0,80.55,,,,,,,80.55,3.28,0,0
AIE1108,2022S,5,82.23,100.0,82.59,,,,,,,82.59,2.04,0,0
AIE1108,2022F,6,82.3,100.0,80.38,,,,,,,80.38,-2.21,0,0
AIE1108,2023S,7,81.77,100.0,83.05,,,,,,,83.05,2.67,0,1
AIE1108,2023F,8,80.17,100.0,78.57,,,,,,,78.57,-4.48,1,0
AIE1112,2019F,0,78.07,95.16,,76.11,80.84,,79.88,,,78.94,0.0,0,0
AIE1112,2020S,1,76.32,92.73,,74.87,75.25,,75.9,,,75.34,-3.6,0,0
AIE1112,2020F,2,78.59,94.94,,75.72,78.99,,76.11,,,76.94,1.6,0,0
AIE1112,2021S,3,77.67,83.33,,75.68,75.9,,74.91,,,75.5,-1.44,0,0
AIE1112,2021F,4,79.83,100.0,,81.13,76.91,,79.63,,,79.22,3.73,0,0
AIE1112,2022S,5,80.47,97.96,,80.95,82.98,,81.64,,,81.86,2.64,0,1
AIE1112,2022F,6,73.83,89.74,,75.5,75.0,,76.55,,,75.68,-6.18,1,0
AIE1112,2023S,7,78.87,100.0,,80.46,77.64,,79.52,,,79.21,3.53,0,0
AIE1112,2023F,8,83.78,100.0,,81.48,86.04,,81.58,,,83.04,3.83,0,0
AIE1113,2019F,0,78.57,98.51,,77.93,77.94,,78.35,,,78.07,0.0,0,0
AIE1113,2020S,1,77.61,97.37,,75.89,79.33,,78.25,,,77.82,-0.25,0,0
AIE1113,2020F,2,78.44,93.94,,79.53,78.28,,80.02,,,79.28,1.46,0,0
AIE1113,2021S,3,77.43,95.83,,75.76,74.55,,76.28,,,75.53,-3.75,0,0
AIE1113,2021F,4,80.45,95.65,,79.39,80.37,,80.89,,,80.22,4.69,0,1
AIE1113,2022S,5,75.51,95.24,,73.74,73.3,,73.08,,,73.38,-6.84,1,0
AIE1113,2022F,6,75.83,100.0,,75.09,76.42,,74.19,,,75.23,1.86,0,0
AIE1113,2023S,7,78.24,94.12,,81.04,80.28,,79.07,,,80.13,4.9,0,1
AIE1113,2023F,8,76.29,97.96,,77.68,74.97,,73.93,,,75.53,-4.61,1,0
AIE1114,2019F,0,78.02,97.62,80.74,,,,,,,80.74,0.0,0,1
AIE1114,2020S,1,75.05,96.88,73.01,,,,,,,73.01,-7.73,1,0
AIE1114,2020F,2,77.39,96.2,80.31,,,,,,,80.31,7.3,0,0
AIE1114,2021S,3,78.3,98.08,79.23,,,,,,,79.23,-1.07,0,0
AIE1114,2021F,4,80.2,100.0,81.15,,,,,,,81.15,1.91,0,0
AIE1114,2022S,5,79.26,97.14,77.84,,,,,,,77.84,-3.31,0,1
AIE1114,2022F,6,74.74,88.46,72.51,,,,,,,72.51,-5.33,1,0
AIE1114,2023S,7,76.48,95.45,75.67,,,,,,,75.67,3.16,0,0
AIE1114,2023F,8,80.23,100.0,79.55,,,,,,,79.55,3.89,0,0
AIE1117,2019F,0,79.68,100.0,79.02,,,,,,,79.02,0.0,0,0
AIE1117,2020S,1,80.47,100.0,79.64,,,,,,,79.64,0.62,0,0
AIE1117,2020F,2,79.01,100.0,77.86,,,,,,,77.86,-1.79,0,0
AIE1117,2021S,3,80.66,100.0,82.23,,,,,,,82.23,4.38,0,0
AIE1117,2021F,4,79.77,100.0,79.32,,,,,,,79.32,-2.91,0,0
AIE1117,2022S,5,79.08,97.67,78.82,,,,,,,78.82,-0.51,0,0
AIE1117,2022F,6,82.14,97.37,84.52,,,,,,,84.52,5.7,0,0
AIE1117,2023S,7,79.4,95.65,81.78,,,,,,,81.78,-2.74,0,0
AIE1117,2023F,8,80.05,96.23,82.62,,,,,,,82.62,0.84,0,0
AIE1118,2019F,0,80.46,100.0,,77.83,81.63,,80.71,,,80.06,0.0,0,0
AIE1118,2020S,1,80.96,100.0,,83.54,78.68,,82.84,,,81.69,1.63,0,1
AIE1118,2020F,2,77.89,97.67,,78.4,79.47,,75.11,,,77.66,-4.03,1,0
AIE1118,2021S,3,76.2,93.33,,76.68,73.44,,78.12,,,76.08,-1.58,0,0
AIE1118,2021F,4,78.5,97.37,,81.24,78.38,,78.67,,,79.43,3.35,0,0
AIE1118,2022S,5,78.78,96.36,,77.6,78.91,,78.02,,,78.18,-1.25,0,0
AIE1118,2022F,6,76.84,100.0,,76.64,76.97,,76.48,,,76.7,-1.48,0,0
AIE1118,2023S,7,78.82,98.73,,76.67,77.69,,81.14,,,78.5,1.81,0,0
AIE1118,2023F,8,77.45,100.0,,79.27,75.71,,74.97,,,76.65,-1.86,0,0
AIE1127,2019F,0,81.26,98.72,,83.49,,,79.4,,,81.44,0.0,0,0
AIE1127,2020S,1,78.98,97.96,,79.62,,,79.68,,,79.65,-1.8,0,0
AIE1127,2020F,2,80.61,98.0,,78.29,,,82.72,,,80.51,0.86,0,0
AIE1127,2021S,3,78.06,97.96,,76.95,,,76.82,,,76.88,-3.62,0,0
AIE1127,2021F,4,78.99,98.53,,78.97,,,78.33,,,78.65,1.77,0,0
AIE1127,2022S,5,78.17,95.92,,76.11,,,80.41,,,78.26,-0.39,0,0
AIE1127,2022F,6,78.9,95.31,,78.26,,,79.05,,,78.65,0.4,0,0
AIE1127,2023S,7,78.75,95.45,,77.54,,,77.21,,,77.38,-1.28,0,0
AIE1127,2023F,8,78.77,95.59,,77.81,,,76.26,,,77.03,-0.34,0,0
AIE1130,2019F,0,80.16,97.22,78.12,,,,,,,78.12,0.0,0,0
AIE1130,2020S,1,77.29,91.43,78.85,,,,,,,78.85,0.74,0,0
AIE1130,2020F,2,79.61,98.61,79.7,,,,,,,79.7,0.85,0,0
AIE1130,2021S,3,82.41,100.0,84.08,,,,,,,84.08,4.38,0,0
AIE1130,2021F,4,81.07,96.83,83.57,,,,,,,83.57,-0.51,0,0
AIE1130,2022S,5,80.25,100.0,80.45,,,,,,,80.45,-3.12,0,0
AIE1130,2022F,6,84.92,100.0,83.43,,,,,,,83.43,2.98,0,1
AIE1130,2023S,7,79.55,94.87,78.92,,,,,,,78.92,-4.51,1,0
AIE1130,2023F,8,80.96,97.22,78.45,,,,,,,78.45,-0.46,0,0
AIE1131,2019F,0,83.21,100.0,,81.81,84.24,,,85.12,,83.72,0.0,0,0
AIE1131,2020S,1,82.77,100.0,,84.61,80.16,,,84.34,,83.03,-0.69,0,0
AIE1131,2020F,2,81.3,98.65,,82.09,81.91,,,82.24,,82.08,-0.95,0,0
AIE1131,2021S,3,80.3,98.33,,79.64,79.03,,,79.16,,79.28,-2.8,0,0
AIE1131,2021F,4,79.42,100.0,,76.91,78.2,,,77.42,,77.51,-1.77,0,0
AIE1131,2022S,5,80.1,100.0,,81.76,80.49,,,78.41,,80.22,2.71,0,0
AIE1131,2022F,6,79.19,100.0,,78.26,80.65,,,80.29,,79.74,-0.48,0,0
AIE1131,2023S,7,79.22,98.48,,76.44,82.1,,,78.09,,78.88,-0.86,0,0
AIE1131,2023F,8,81.62,100.0,,83.62,81.03,,,79.34,,81.33,2.45,0,0
AIE1133,2019F,0,83.98,100.0,,82.67,85.14,,86.69,86.92,,85.36,0.0,0,0
AIE1133,2020S,1,82.32,100.0,,84.69,81.42,,81.6,80.55,,82.07,-3.29,0,0
AIE1133,2020F,2,84.04,100.0,,81.88,82.4,,83.83,82.67,,82.69,0.63,0,0
AIE1133,2021S,3,86.29,100.0,,89.21,88.37,,83.96,88.07,,87.4,4.71,0,0
AIE1133,2021F,4,84.01,100.0,,83.61,86.38,,83.83,86.04,,84.96,-2.44,0,0
AIE1133,2022S,5,84.12,100.0,,86.9,84.14,,86.61,85.55,,85.8,0.84,0,1
AIE1133,2022F,6,82.06,100.0,,82.72,81.32,,79.77,82.15,,81.49,-4.31,1,0
AIE1133,2023S,7,86.49,98.57,,84.23,87.83,,85.61,88.33,,86.5,5.01,0,0
AIE1133,2023F,8,83.08,100.0,,82.71,85.95,,82.56,83.7,,83.73,-2.77,0,0
AIE1136,2019F,0,74.35,96.61,75.84,,,,76.35,,,76.09,0.0,0,0
AIE1136,2020S,1,73.48,94.12,72.28,,,,76.13,,,74.21,-1.89,0,0
AIE1136,2020F,2,70.52,88.24,71.16,,,,72.83,,,71.99,-2.21,0,0
AIE1136,2021S,3,69.98,77.78,71.3,,,,70.2,,,70.75,-1.24,0,1
AIE1136,2021F,4,65.46,76.67,64.85,,,,68.19,,,66.52,-4.23,1,0
AIE1136,2022S,5,63.63,71.79,65.42,,,,65.99,,,65.71,-0.81,0,1
AIE1136,2022F,6,62.72,53.33,60.1,,,,63.44,,,61.77,-3.93,1,1
AIE1136,2023S,7,57.79,41.18,59.07,,,,57.93,,,58.5,-3.27,1,1
AIE1136,2023F,8,58.24,43.59,55.49,,,,60.68,,,58.08,-0.42,1,1
AIE1139,2019F,0,81.66,100.0,,82.43,,,82.92,,,82.67,0.0,0,0
AIE1139,2020S,1,80.6,97.96,,81.93,,,77.98,,,79.96,-2.72,0,0
AIE1139,2020F,2,81.27,98.08,,82.08,,,83.8,,,82.94,2.98,0,0
AIE1139,2021S,3,80.54,100.0,,80.02,,,78.23,,,79.12,-3.82,0,0
AIE1139,2021F,4,78.99,97.3,,76.9,,,77.91,,,77.41,-1.72,0,0
AIE1139,2022S,5,85.19,93.55,,84.05,,,88.1,,,86.08,8.67,0,1
AIE1139,2022F,6,80.0,94.34,,80.38,,,78.65,,,79.51,-6.56,1,0
AIE1139,2023S,7,82.96,100.0,,83.48,,,83.82,,,83.65,4.14,0,1
AIE1139,2023F,8,79.98,91.67,,77.07,,,81.47,,,79.27,-4.38,1,0
AIE1144,2019F,0,76.82,98.44,75.19,,,,,,74.05,74.62,0.0,0,0
AIE1144,2020S,1,72.01,93.33,74.73,,,,,,70.61,72.67,-1.95,0,0
AIE1144,2020F,2,75.63,95.08,74.86,,,,,,76.5,75.68,3.01,0,0
AIE1144,2021S,3,72.09,89.13,74.31,,,,,,74.58,74.45,-1.23,0,1
AIE1144,2021F,4,68.07,78.08,65.3,,,,,,70.08,67.69,-6.76,1,0
AIE1144,2022S,5,66.92,75.68,67.74,,,,,,67.43,67.59,-0.11,0,1
AIE1144,2022F,6,64.94,73.47,62.37,,,,,,66.27,64.32,-3.26,1,0
AIE1144,2023S,7,67.39,77.08,67.34,,,,,,68.29,67.81,3.49,0,1
AIE1144,2023F,8,62.59,52.17,62.09,,,,,,64.31,63.2,-4.61,1,1
AIE1145,2019F,0,71.55,94.29,,72.99,73.35,,73.56,,,73.3,0.0,0,0
AIE1145,2020S,1,69.14,88.46,,70.58,67.28,,71.35,,,69.74,-3.56,0,0
AIE1145,2020F,2,69.52,86.96,,71.95,67.19,,68.16,,,69.1,-0.63,0,0
AIE1145,2021S,3,70.59,87.18,,69.34,70.68,,71.73,,,70.58,1.48,0,1
AIE1145,2021F,4,65.82,72.09,,68.37,64.4,,63.49,,,65.42,-5.17,1,1
AIE1145,2022S,5,65.35,77.42,,66.48,62.99,,62.66,,,64.04,-1.38,1,1
AIE1145,2022F,6,61.69,52.94,,61.64,60.49,,59.39,,,60.5,-3.54,1,1
AIE1145,2023S,7,61.26,53.12,,63.37,59.27,,63.01,,,61.88,1.38,1,1
AIE1145,2023F,8,59.46,55.1,,57.87,62.13,,60.9,,,60.3,-1.59,1,1
AIE1152,2019F,0,56.51,30.99,55.9,,,,,,,55.9,0.0,1,1
AIE1152,2020S,1,57.93,44.44,57.25,,,,,,,57.25,1.35,1,1
AIE1152,2020F,2,56.55,35.53,57.77,,,,,,,57.77,0.51,1,1
AIE1152,2021S,3,58.66,44.83,59.1,,,,,,,59.1,1.33,1,1
AIE1152,2021F,4,55.89,32.81,58.83,,,,,,,58.83,-0.27,1,1
AIE1152,2022S,5,58.2,45.61,59.59,,,,,,,59.59,0.76,1,1
AIE1152,2022F,6,57.73,40.91,58.47,,,,,,,58.47,-1.12,1,1
AIE1152,2023S,7,59.32,44.74,59.17,,,,,,,59.17,0.69,1,1
AIE1152,2023F,8,55.99,27.59,55.16,,,,,,,55.16,-4.01,1,1
AIE1153,2019F,0,64.55,59.09,,62.14,64.99,,66.24,,,64.46,0.0,1,1
AIE1153,2020S,1,61.31,52.5,,63.17,59.1,,61.58,,,61.28,-3.17,1,1
AIE1153,2020F,2,64.4,63.33,,65.25,64.3,,67.31,,,65.62,4.34,1,1
AIE1153,2021S,3,59.6,51.32,,62.1,59.01,,59.82,,,60.31,-5.31,1,1
AIE1153,2021F,4,61.49,58.82,,63.82,60.06,,60.98,,,61.62,1.31,1,1
AIE1153,2022S,5,59.74,46.15,,62.52,57.77,,56.9,,,59.06,-2.56,1,1
AIE1153,2022F,6,60.66,51.85,,60.14,63.5,,60.26,,,61.3,2.24,1,1
AIE1153,2023S,7,58.71,47.17,,61.67,58.1,,59.08,,,59.62,-1.68,1,1
AIE1153,2023F,8,60.82,55.74,,59.13,59.61,,62.7,,,60.48,0.86,1,1
AIE1155,2019F,0,79.36,100.0,82.19,,,,,,,82.19,0.0,0,0
AIE1155,2020S,1,77.57,97.14,78.32,,,,,,,78.32,-3.87,0,0
AIE1155,2020F,2,79.05,90.32,77.06,,,,,,,77.06,-1.26,0,0
AIE1155,2021S,3,77.56,96.77,78.02,,,,,,,78.02,0.96,0,0
AIE1155,2021F,4,75.29,92.42,77.01,,,,,,,77.01,-1.01,0,0
AIE1155,2022S,5,79.32,100.0,80.49,,,,,,,80.49,3.48,0,0
AIE1155,2022F,6,79.38,96.0,78.87,,,,,,,78.87,-1.62,0,0
AIE1155,2023S,7,78.58,100.0,80.67,,,,,,,80.67,1.79,0,0
AIE1155,2023F,8,82.04,100.0,82.97,,,,,,,82.97,2.3,0,0
AIE1157,2019F,0,81.56,100.0,82.26,,,,,,,82.26,0.0,0,0
AIE1157,2020S,1,80.44,98.61,80.69,,,,,,,80.69,-1.58,0,0
AIE1157,2020F,2,82.3,100.0,82.34,,,,,,,82.34,1.66,0,0
AIE1157,2021S,3,81.53,100.0,83.09,,,,,,,83.09,0.75,0,0
AIE1157,2021F,4,81.97,96.97,81.67,,,,,,,81.67,-1.41,0,0
AIE1157,2022S,5,83.45,100.0,85.86,,,,,,,85.86,4.18,0,1
AIE1157,2022F,6,80.61,95.24,79.0,,,,,,,79.0,-6.85,1,0
AIE1157,2023S,7,80.03,95.65,82.46,,,,,,,82.46,3.46,0,0
AIE1157,2023F,8,80.92,97.62,78.91,,,,,,,78.91,-3.55,0,0
AIE1159,2019F,0,79.44,97.87,,79.37,79.13,,77.18,,,78.56,0.0,0,0
AIE1159,2020S,1,77.75,98.36,,76.11,76.32,,79.61,,,77.35,-1.21,0,0
AIE1159,2020F,2,79.7,98.67,,81.85,82.18,,80.96,,,81.66,4.32,0,0
AIE1159,2021S,3,77.72,98.0,,78.03,80.19,,80.29,,,79.5,-2.16,0,0
AIE1159,2021F,4,77.09,94.74,,77.63,75.3,,77.77,,,76.9,-2.61,0,0
AIE1159,2022S,5,78.01,100.0,,79.02,75.2,,80.28,,,78.17,1.27,0,0
AIE1159,2022F,6,76.26,97.18,,73.35,75.72,,79.25,,,76.1,-2.06,0,0
AIE1159,2023S,7,75.25,87.5,,73.37,75.27,,74.71,,,74.45,-1.65,0,0
AIE1159,2023F,8,76.82,98.48,,76.47,74.52,,76.03,,,75.67,1.22,0,0
AIE1161,2019F,0,78.99,96.97,76.29,,,,,,,76.29,0.0,0,0
AIE1161,2020S,1,77.79,100.0,77.88,,,,,,,77.88,1.59,0,0
AIE1161,2020F,2,79.09,96.97,77.82,,,,,,,77.82,-0.06,0,0
AIE1161,2021S,3,77.06,95.92,78.66,,,,,,,78.66,0.84,0,0
AIE1161,2021F,4,77.38,97.44,79.11,,,,,,,79.11,0.45,0,0
AIE1161,2022S,5,79.91,93.94,80.73,,,,,,,80.73,1.62,0,0
AIE1161,2022F,6,78.2,98.63,79.06,,,,,,,79.06,-1.66,0,0
AIE1161,2023S,7,75.84,92.42,76.55,,,,,,,76.55,-2.51,0,0
AIE1161,2023F,8,75.82,98.73,75.8,,,,,,,75.8,-0.75,0,0
AIE1163,2019F,0,72.89,96.77,73.96,,,,,,,73.96,0.0,0,0
AIE1163,2020S,1,69.89,77.14,72.17,,,,,,,72.17,-1.79,0,0
AIE1163,2020F,2,70.25,90.0,70.15,,,,,,,70.15,-2.02,0,1
AIE1163,2021S,3,68.08,75.0,65.17,,,,,,,65.17,-4.99,1,0
AIE1163,2021F,4,66.52,75.0,67.75,,,,,,,67.75,2.58,0,1
AIE1163,2022S,5,65.24,63.33,64.92,,,,,,,64.92,-2.83,1,1
AIE1163,2022F,6,63.3,65.31,60.54,,,,,,,60.54,-4.39,1,1
AIE1163,2023S,7,64.11,65.0,62.9,,,,,,,62.9,2.36,1,1
AIE1163,2023F,8,60.48,52.78,58.43,,,,,,,58.43,-4.47,1,1
AIE1164,2019F,0,81.26,97.67,,79.46,82.8,,83.66,,78.68,81.15,0.0,0,0
AIE1164,2020S,1,80.05,97.14,,78.48,77.15,,77.99,,82.52,79.04,-2.12,0,0
AIE1164,2020F,2,81.83,100.0,,81.13,81.46,,81.4,,81.23,81.3,2.27,0,0
AIE1164,2021S,3,79.09,96.77,,77.55,77.3,,80.72,,80.68,79.06,-2.24,0,0
AIE1164,2021F,4,80.62,98.41,,82.65,80.05,,82.08,,78.76,80.89,1.82,0,0
AIE1164,2022S,5,83.18,98.61,,83.02,84.31,,83.76,,86.12,84.3,3.42,0,1
AIE1164,2022F,6,80.86,100.0,,83.15,80.95,,78.54,,78.2,80.21,-4.09,1,0
AIE1164,2023S,7,81.56,98.65,,79.33,83.9,,83.49,,83.35,82.52,2.31,0,1
AIE1164,2023F,8,78.85,100.0,,78.17,79.98,,77.67,,76.79,78.16,-4.36,1,0
AIE1167,2019F,0,81.75,100.0,,84.6,79.62,,83.17,79.71,,81.78,0.0,0,0
AIE1167,2020S,1,82.16,98.46,,82.76,82.81,,81.93,80.88,,82.09,0.32,0,0
AIE1167,2020F,2,82.88,97.06,,80.11,84.04,,83.38,84.13,,82.91,0.82,0,0
AIE1167,2021S,3,80.02,98.08,,77.09,77.56,,79.43,82.5,,79.15,-3.77,0,0
AIE1167,2021F,4,82.98,100.0,,85.61,84.73,,80.84,83.0,,83.55,4.4,0,1
AIE1167,2022S,5,79.24,100.0,,76.68,77.89,,81.34,81.88,,79.45,-4.1,1,0
AIE1167,2022F,6,81.11,100.0,,82.82,82.65,,81.89,81.32,,82.17,2.72,0,0
AIE1167,2023S,7,81.35,100.0,,80.47,79.92,,78.5,79.12,,79.5,-2.67,0,0
AIE1167,2023F,8,77.69,98.21,,79.28,76.48,,79.97,74.73,,77.62,-1.89,0,0
AIE1168,2019F,0,84.2,100.0,,85.24,85.8,,83.6,,,84.88,0.0,0,0
AIE1168,2020S,1,80.61,95.31,,81.75,83.28,,81.17,,,82.07,-2.81,0,0
AIE1168,2020F,2,82.86,100.0,,80.84,85.45,,82.06,,,82.78,0.72,0,0
AIE1168,2021S,3,84.98,100.0,,83.29,86.85,,86.77,,,85.64,2.85,0,0
AIE1168,2021F,4,83.53,100.0,,80.81,85.43,,81.35,,,82.53,-3.11,0,0
AIE1168,2022S,5,83.98,100.0,,86.67,85.46,,85.72,,,85.95,3.42,0,0
AIE1168,2022F,6,85.29,100.0,,85.37,84.53,,84.74,,,84.88,-1.07,0,0
AIE1168,2023S,7,84.44,100.0,,87.2,84.92,,83.01,,,85.04,0.16,0,0
AIE1168,2023F,8,86.25,98.41,,84.18,84.72,,87.0,,,85.3,0.26,0,0
AIE1169,2019F,0,71.93,87.5,69.89,,,72.16,,,,71.03,0.0,0,0
AIE1169,2020S,1,72.79,90.48,75.06,,,70.35,,,,72.71,1.68,0,0
AIE1169,2020F,2,69.98,84.62,72.31,,,72.14,,,,72.22,-0.48,0,1
AIE1169,2021S,3,68.05,72.0,67.94,,,65.71,,,,66.83,-5.39,1,0
AIE1169,2021F,4,67.11,73.58,70.06,,,68.17,,,,69.11,2.28,0,0
AIE1169,2022S,5,68.43,83.33,70.25,,,69.87,,,,70.06,0.95,0,1
AIE1169,2022F,6,63.61,61.36,61.95,,,62.88,,,,62.41,-7.65,1,1
AIE1169,2023S,7,61.92,48.98,60.63,,,60.1,,,,60.36,-2.05,1,1
AIE1169,2023F,8,63.17,63.64,61.57,,,64.03,,,,62.8,2.43,1,1
AIE1170,2019F,0,79.41,98.68,,81.01,76.79,,82.21,,,80.0,0.0,0,0
AIE1170,2020S,1,78.44,98.59,,75.46,77.9,,75.91,,,76.42,-3.58,0,0
AIE1170,2020F,2,80.21,100.0,,82.3,80.27,,79.43,,,80.67,4.25,0,0
AIE1170,2021S,3,78.09,97.37,,78.36,77.92,,80.92,,,79.07,-1.6,0,0
AIE1170,2021F,4,79.79,97.22,,80.56,78.49,,81.98,,,80.35,1.28,0,1
AIE1170,2022S,5,76.41,98.44,,77.0,74.3,,77.72,,,76.34,-4.0,1,0
AIE1170,2022F,6,80.47,98.36,,81.0,78.14,,78.69,,,79.27,2.93,0,0
AIE1170,2023S,7,80.05,100.0,,81.82,82.09,,78.87,,,80.93,1.65,0,0
AIE1170,2023F,8,79.43,100.0,,78.32,80.34,,81.68,,,80.11,-0.81,0,0
AIE1172,2019F,0,82.01,100.0,,,80.25,,82.62,,,81.43,0.0,0,0
AIE1172,2020S,1,79.48,96.36,,,80.55,,79.62,,,80.08,-1.35,0,0
AIE1172,2020F,2,79.57,100.0,,,81.73,,78.35,,,80.04,-0.05,0,0
AIE1172,2021S,3,77.81,97.14,,,77.71,,78.86,,,78.28,-1.75,0,0
AIE1172,2021F,4,81.91,97.01,,,84.82,,81.5,,,83.16,4.88,0,0
AIE1172,2022S,5,80.3,98.28,,,82.33,,81.93,,,82.13,-1.03,0,0
AIE1172,2022F,6,81.68,96.0,,,79.99,,81.19,,,80.59,-1.54,0,0
AIE1172,2023S,7,82.09,100.0,,,80.01,,81.57,,,80.79,0.2,0,0
AIE1172,2023F,8,78.57,98.15,,,80.77,,80.45,,,80.61,-0.17,0,0
AIE1176,2019F,0,75.95,95.45,,73.94,75.4,77.52,75.48,,,75.59,0.0,0,0
AIE1176,2020S,1,72.59,84.38,,73.7,74.77,70.43,72.85,,,72.94,-2.65,0,0
AIE1176,2020F,2,71.88,95.95,,74.44,74.12,73.86,71.06,,,73.37,0.43,0,1
AIE1176,2021S,3,68.35,83.08,,68.63,67.12,69.52,66.51,,,67.95,-5.42,1,0
